device_id,device_type,room_id,power_consumption,occupancy,temperature,humidity,hour,day_of_week,is_weekend,rolling_avg_power_3h,power_z_score
device_85,TV,room_1,0.0,1,17.4,47.21,8,Sunday,1,49.36333333333334,-0.5743179395046071
device_85,TV,room_1,0.0,3,17.4,47.21,8,Sunday,1,0.0,-0.5743179395046071
device_92,Fridge,room_3,119.88,1,6.42,50.83,9,Sunday,1,120.28333333333332,-0.19573540394084876
device_92,Fridge,room_3,119.88,2,6.42,50.83,9,Sunday,1,124.50333333333333,-0.19573540394084876
device_92,Fridge,room_3,119.88,2,7.84,76.19,9,Sunday,1,119.88,-0.19573540394084876
device_92,Fridge,room_3,119.88,2,7.25,43.58,9,Sunday,1,119.88,-0.19573540394084876
device_92,Fridge,room_3,119.88,1,7.25,43.58,9,Sunday,1,119.88,-0.19573540394084876
device_92,Fridge,room_3,119.88,1,7.84,76.19,9,Sunday,1,119.88,-0.19573540394084876
device_55,AC,room_1,0.0,3,9.36,67.47,10,Sunday,1,0.0,-0.6490695280687881
device_14,Fan,room_2,0.0,5,6.6,40.01,11,Sunday,1,0.0,-0.8494730213195972
device_100,AC,room_2,0.0,5,6.6,40.01,11,Sunday,1,0.0,-0.6674818573087704
device_1,Light,room_1,0.0,3,11.23,82.34,13,Sunday,1,0.0,-0.3884908713157603
device_1,Light,room_1,0.0,3,6.47,59.71,13,Sunday,1,0.0,-0.3884908713157603
device_100,AC,room_2,0.0,3,16.34,51.53,13,Sunday,1,0.0,-0.6674818573087704
device_100,AC,room_2,0.0,0,16.34,51.53,13,Sunday,1,0.0,-0.6674818573087704
device_100,AC,room_2,0.0,4,16.34,51.53,13,Sunday,1,0.0,-0.6674818573087704
device_28,TV,room_2,0.0,0,12.16,74.15,15,Sunday,1,41.556666666666665,-0.609275300037559
device_28,TV,room_2,0.0,0,5.69,85.58,15,Sunday,1,0.0,-0.609275300037559
device_28,TV,room_2,0.0,0,12.16,74.15,15,Sunday,1,0.0,-0.609275300037559
device_28,TV,room_2,0.0,0,5.69,85.58,15,Sunday,1,0.0,-0.609275300037559
device_28,TV,room_2,0.0,2,12.16,74.15,15,Sunday,1,0.0,-0.609275300037559
device_28,TV,room_2,0.0,2,5.69,85.58,15,Sunday,1,0.0,-0.609275300037559
device_8,AC,room_2,0.0,0,5.69,85.58,15,Sunday,1,0.0,-0.6563890906386849
device_8,AC,room_2,0.0,0,12.16,74.15,15,Sunday,1,0.0,-0.6563890906386849
device_8,AC,room_2,0.0,2,5.69,85.58,15,Sunday,1,0.0,-0.6563890906386849
device_8,AC,room_2,0.0,2,12.16,74.15,15,Sunday,1,0.0,-0.6563890906386849
device_8,AC,room_2,0.0,0,5.69,85.58,15,Sunday,1,0.0,-0.6563890906386849
device_8,AC,room_2,0.0,0,12.16,74.15,15,Sunday,1,0.0,-0.6563890906386849
device_22,Fan,room_4,0.0,3,8.18,81.93,16,Sunday,1,0.0,-0.8703058711176014
device_22,Fan,room_4,0.0,3,11.84,53.97,16,Sunday,1,0.0,-0.8703058711176014
device_11,Fridge,room_1,113.84,4,9.0,87.28,16,Sunday,1,118.98333333333333,-0.8191160568293164
device_6,TV,room_3,0.0,5,7.46,45.26,17,Sunday,1,46.98,-0.5331923942489687
device_6,TV,room_3,0.0,5,11.82,44.05,17,Sunday,1,46.98,-0.5331923942489687
device_41,AC,room_4,0.0,0,9.15,43.35,19,Sunday,1,0.0,-0.4065081906490917
device_41,AC,room_4,0.0,1,9.15,43.35,19,Sunday,1,0.0,-0.4065081906490917
device_8,AC,room_2,0.0,0,8.38,51.19,19,Sunday,1,0.0,-0.6563890906386849
device_68,AC,room_3,0.0,3,16.32,73.22,21,Sunday,1,0.0,-0.6561450258796392
device_58,Fan,room_1,0.0,4,5.58,89.37,21,Sunday,1,0.0,-1.0417778107391764
device_85,TV,room_1,116.04,4,5.58,89.37,21,Sunday,1,38.68,1.7976291858535751
device_6,TV,room_3,131.51,4,8.32,49.26,22,Sunday,1,43.836666666666666,1.9932981616365202
device_6,TV,room_3,131.51,4,7.13,72.14,22,Sunday,1,87.67333333333333,1.9932981616365202
device_52,Heater,room_4,0.0,4,10.15,89.63,23,Sunday,1,402.3966666666667,-0.22755960629619149
device_52,Heater,room_4,0.0,4,9.41,70.83,23,Sunday,1,402.3966666666667,-0.22755960629619149
device_61,AC,room_4,0.0,4,9.41,70.83,23,Sunday,1,0.0,-0.51075247290831
device_61,AC,room_4,0.0,4,10.15,89.63,23,Sunday,1,0.0,-0.51075247290831
device_90,Light,room_0,0.0,5,10.3,74.28,23,Sunday,1,0.0,-0.47985656211391764
device_94,AC,room_0,0.0,1,10.82,60.58,0,Monday,0,0.0,-0.5373129221201569
device_74,AC,room_0,0.0,1,10.82,60.58,0,Monday,0,0.0,-0.6021968984318531
device_92,Fridge,room_3,106.39,3,8.45,58.61,1,Monday,0,115.38333333333333,-1.169903446464413
device_92,Fridge,room_3,106.39,3,17.42,51.53,1,Monday,0,110.88666666666666,-1.169903446464413
device_87,TV,room_1,0.0,1,14.71,84.11,1,Monday,0,0.0,-0.4434670289584635
device_87,TV,room_1,0.0,3,14.71,84.11,1,Monday,0,0.0,-0.4434670289584635
device_87,TV,room_1,0.0,1,13.54,66.98,1,Monday,0,0.0,-0.4434670289584635
device_87,TV,room_1,0.0,3,13.54,66.98,1,Monday,0,0.0,-0.4434670289584635
device_60,Fridge,room_3,122.31,3,17.42,51.53,1,Monday,0,125.71666666666665,-0.4358875048229149
device_60,Fridge,room_3,122.31,3,8.45,58.61,1,Monday,0,124.01333333333332,-0.4358875048229149
device_86,Heater,room_0,0.0,3,18.75,48.71,4,Monday,0,987.7633333333333,-0.41923438113301126
device_86,Heater,room_0,0.0,3,7.17,85.29,4,Monday,0,467.02,-0.41923438113301126
device_86,Heater,room_0,0.0,3,11.21,53.05,4,Monday,0,0.0,-0.41923438113301126
device_18,Light,room_0,0.0,3,11.21,53.05,4,Monday,0,0.0,-0.41027774522138133
device_18,Light,room_0,0.0,3,18.75,48.71,4,Monday,0,0.0,-0.41027774522138133
device_18,Light,room_0,0.0,3,7.17,85.29,4,Monday,0,0.0,-0.41027774522138133
device_12,Light,room_2,0.0,1,9.41,59.4,5,Monday,0,0.0,-0.6132829078047749
device_44,Light,room_2,0.0,2,18.6,67.22,6,Monday,0,20.786666666666665,-0.5070099130598996
device_84,AC,room_2,0.0,2,18.6,67.22,6,Monday,0,0.0,-0.8001284891039806
device_72,Fan,room_4,0.0,1,19.33,87.56,7,Monday,0,0.0,-1.0197739614498915
device_38,Fridge,room_1,104.46,5,11.66,81.91,7,Monday,0,126.19999999999999,-1.3157933378197668
device_38,Fridge,room_1,104.46,0,11.66,81.91,7,Monday,0,115.33,-1.3157933378197668
device_38,Fridge,room_1,104.46,3,11.66,81.91,7,Monday,0,104.46,-1.3157933378197668
device_15,TV,room_0,0.0,3,15.84,86.42,8,Monday,0,0.0,-0.47744563880379776
device_14,Fan,room_2,0.0,3,19.58,72.73,11,Monday,0,0.0,-0.8494730213195972
device_38,Fridge,room_1,124.99,0,5.44,55.54,11,Monday,0,111.30333333333333,0.05810946323486176
device_38,Fridge,room_1,124.99,0,10.42,89.99,11,Monday,0,118.14666666666666,0.05810946323486176
device_38,Fridge,room_1,124.99,0,14.5,45.43,11,Monday,0,124.99,0.05810946323486176
device_38,Fridge,room_1,124.99,1,10.42,89.99,11,Monday,0,124.99,0.05810946323486176
device_38,Fridge,room_1,124.99,1,14.5,45.43,11,Monday,0,124.99,0.05810946323486176
device_38,Fridge,room_1,124.99,1,5.44,55.54,11,Monday,0,124.99,0.05810946323486176
device_89,Light,room_3,0.0,0,7.21,86.38,13,Monday,0,0.0,-0.628045679850853
device_91,Fan,room_0,0.0,3,17.43,72.73,13,Monday,0,0.0,-1.084752548135362
device_81,AC,room_2,0.0,2,15.15,64.55,13,Monday,0,0.0,-0.6753821585368098
device_64,Fridge,room_0,148.32,3,17.43,72.73,13,Monday,0,141.40666666666664,1.6003199322396318
device_45,Light,room_4,0.0,4,9.71,86.4,16,Monday,0,0.0,-0.44729234917782
device_45,Light,room_4,0.0,5,9.71,86.4,16,Monday,0,0.0,-0.44729234917782
device_51,Light,room_2,49.41,5,18.57,52.81,18,Monday,0,16.47,1.1451032735973572
device_7,Light,room_2,72.58,5,18.57,52.81,18,Monday,0,52.623333333333335,1.9391766840575286
device_57,TV,room_4,100.38,1,18.3,71.78,19,Monday,0,33.46,1.8065038028379916
device_63,Fridge,room_1,129.81,0,15.62,41.95,22,Monday,0,119.40666666666668,0.6890571543686193
device_63,Fridge,room_1,129.81,0,8.79,63.69,22,Monday,0,126.82333333333334,0.6890571543686193
device_63,Fridge,room_1,129.81,0,6.74,69.06,22,Monday,0,129.81,0.6890571543686193
device_23,Fan,room_1,0.0,0,15.62,41.95,22,Monday,0,0.0,-0.9354445210780419
device_23,Fan,room_1,0.0,0,8.79,63.69,22,Monday,0,0.0,-0.9354445210780419
device_23,Fan,room_1,0.0,0,6.74,69.06,22,Monday,0,0.0,-0.9354445210780419
device_49,TV,room_2,0.0,3,6.75,89.46,23,Monday,0,0.0,-0.5316807040417991
device_100,AC,room_2,0.0,3,6.75,89.46,23,Monday,0,0.0,-0.6674818573087704
device_84,AC,room_2,0.0,3,6.75,89.46,23,Monday,0,0.0,-0.8001284891039806
device_81,AC,room_2,0.0,5,18.92,85.54,0,Tuesday,0,0.0,-0.6753821585368098
device_48,Heater,room_0,0.0,5,13.86,47.23,0,Tuesday,0,1154.1866666666667,-0.4500339417353268
device_48,Heater,room_0,0.0,3,13.86,47.23,0,Tuesday,0,577.0933333333334,-0.4500339417353268
device_48,Heater,room_0,0.0,2,13.86,47.23,0,Tuesday,0,0.0,-0.4500339417353268
device_15,TV,room_0,0.0,3,13.86,47.23,0,Tuesday,0,0.0,-0.47744563880379776
device_15,TV,room_0,0.0,2,13.86,47.23,0,Tuesday,0,0.0,-0.47744563880379776
device_15,TV,room_0,0.0,5,13.86,47.23,0,Tuesday,0,0.0,-0.47744563880379776
device_62,Fridge,room_0,135.14,4,14.22,73.7,2,Tuesday,0,127.54333333333334,1.0086342089195808
device_39,TV,room_2,0.0,4,10.02,46.91,2,Tuesday,0,74.25333333333333,-0.3972638318557945
device_39,TV,room_2,0.0,5,10.02,46.91,2,Tuesday,0,37.126666666666665,-0.3972638318557945
device_13,Heater,room_2,0.0,4,10.02,46.91,2,Tuesday,0,535.49,-0.40862288185268436
device_13,Heater,room_2,0.0,5,10.02,46.91,2,Tuesday,0,0.0,-0.40862288185268436
device_24,AC,room_0,0.0,2,14.68,47.72,3,Tuesday,0,0.0,-0.5789525266955818
device_90,Light,room_0,0.0,2,14.68,47.72,3,Tuesday,0,0.0,-0.47985656211391764
device_72,Fan,room_4,0.0,1,18.9,80.76,3,Tuesday,0,0.0,-1.0197739614498915
device_72,Fan,room_4,0.0,4,18.9,80.76,3,Tuesday,0,0.0,-1.0197739614498915
device_69,AC,room_4,0.0,1,17.6,89.61,4,Tuesday,0,0.0,-0.45503862216920243
device_69,AC,room_4,0.0,3,17.59,57.43,4,Tuesday,0,0.0,-0.45503862216920243
device_69,AC,room_4,0.0,3,17.6,89.61,4,Tuesday,0,0.0,-0.45503862216920243
device_69,AC,room_4,0.0,1,17.59,57.43,4,Tuesday,0,0.0,-0.45503862216920243
device_39,TV,room_2,0.0,5,16.51,82.24,8,Tuesday,0,0.0,-0.3972638318557945
device_67,Light,room_2,0.0,5,16.51,82.24,8,Tuesday,0,0.0,-0.5316592728755944
device_6,TV,room_3,0.0,0,16.96,63.25,10,Tuesday,0,87.67333333333333,-0.5331923942489687
device_25,Light,room_3,0.0,0,16.96,63.25,10,Tuesday,0,0.0,-0.5207064430685251
device_76,TV,room_2,0.0,0,12.8,68.03,11,Tuesday,0,0.0,-0.4883013995621119
device_33,Fan,room_3,0.0,4,13.82,45.2,11,Tuesday,0,0.0,-0.9011302917784678
device_89,Light,room_3,0.0,0,9.13,46.86,12,Tuesday,0,0.0,-0.628045679850853
device_82,Heater,room_1,0.0,0,18.35,64.23,13,Tuesday,0,0.0,-0.36824272129035923
device_82,Heater,room_1,0.0,5,18.35,64.23,13,Tuesday,0,0.0,-0.36824272129035923
device_82,Heater,room_1,0.0,1,18.35,64.23,13,Tuesday,0,0.0,-0.36824272129035923
device_82,Heater,room_1,0.0,0,18.35,64.23,13,Tuesday,0,0.0,-0.36824272129035923
device_78,AC,room_2,0.0,5,5.14,55.17,14,Tuesday,0,0.0,-0.556042372496867
device_78,AC,room_2,0.0,5,5.14,55.17,14,Tuesday,0,0.0,-0.556042372496867
device_35,AC,room_0,0.0,1,7.37,62.25,15,Tuesday,0,0.0,-0.624374469605913
device_15,TV,room_0,0.0,1,7.37,62.25,15,Tuesday,0,0.0,-0.47744563880379776
device_53,Fridge,room_0,132.01,1,7.37,62.25,15,Tuesday,0,130.63,0.5003916367406113
device_29,Light,room_3,0.0,4,11.86,57.26,16,Tuesday,0,0.0,-0.5620406633620947
device_29,Light,room_3,0.0,4,18.43,88.35,16,Tuesday,0,0.0,-0.5620406633620947
device_29,Light,room_3,0.0,3,11.86,57.26,16,Tuesday,0,0.0,-0.5620406633620947
device_29,Light,room_3,0.0,3,18.43,88.35,16,Tuesday,0,0.0,-0.5620406633620947
device_29,Light,room_3,0.0,3,11.86,57.26,16,Tuesday,0,0.0,-0.5620406633620947
device_29,Light,room_3,0.0,3,18.43,88.35,16,Tuesday,0,0.0,-0.5620406633620947
device_16,TV,room_1,0.0,4,10.74,50.31,17,Tuesday,0,0.0,-0.3516010904224833
device_94,AC,room_0,0.0,3,13.53,66.15,17,Tuesday,0,0.0,-0.5373129221201569
device_63,Fridge,room_1,117.45,4,10.74,50.31,17,Tuesday,0,125.69000000000001,-0.270792550127734
device_74,AC,room_0,0.0,2,16.34,59.02,18,Tuesday,0,0.0,-0.6021968984318531
device_74,AC,room_0,0.0,2,16.34,59.02,18,Tuesday,0,0.0,-0.6021968984318531
device_22,Fan,room_4,0.0,1,12.08,89.45,18,Tuesday,0,0.0,-0.8703058711176014
device_22,Fan,room_4,0.0,1,12.08,89.45,18,Tuesday,0,0.0,-0.8703058711176014
device_85,TV,room_1,106.52,0,19.24,52.46,20,Tuesday,0,74.18666666666667,1.6030330411327036
device_85,TV,room_1,106.52,0,14.36,81.71,20,Tuesday,0,109.69333333333333,1.6030330411327036
device_95,TV,room_2,144.29,4,17.97,69.57,20,Tuesday,0,48.096666666666664,2.2076714772220063
device_95,TV,room_2,144.29,4,19.62,73.57,20,Tuesday,0,96.19333333333333,2.2076714772220063
device_82,Heater,room_1,0.0,0,14.36,81.71,20,Tuesday,0,0.0,-0.36824272129035923
device_82,Heater,room_1,0.0,0,19.24,52.46,20,Tuesday,0,0.0,-0.36824272129035923
device_91,Fan,room_0,0.0,3,12.76,74.26,21,Tuesday,0,0.0,-1.084752548135362
device_24,AC,room_0,0.0,3,12.76,74.26,21,Tuesday,0,0.0,-0.5789525266955818
device_46,Heater,room_3,0.0,4,5.3,59.81,21,Tuesday,0,520.6333333333333,-0.17801176315078615
device_41,AC,room_4,0.0,0,18.96,49.27,23,Tuesday,0,0.0,-0.4065081906490917
device_41,AC,room_4,0.0,0,15.13,43.53,23,Tuesday,0,0.0,-0.4065081906490917
device_82,Heater,room_1,0.0,4,6.25,62.12,23,Tuesday,0,0.0,-0.36824272129035923
device_64,Fridge,room_0,100.53,0,18.18,41.35,0,Wednesday,0,128.9333333333333,-1.5184396256381856
device_94,AC,room_0,0.0,3,19.43,57.85,1,Wednesday,0,0.0,-0.5373129221201569
device_94,AC,room_0,0.0,3,17.61,70.84,1,Wednesday,0,0.0,-0.5373129221201569
device_94,AC,room_0,0.0,3,17.61,70.84,1,Wednesday,0,0.0,-0.5373129221201569
device_94,AC,room_0,0.0,3,19.43,57.85,1,Wednesday,0,0.0,-0.5373129221201569
device_64,Fridge,room_0,149.9,3,17.61,70.84,1,Wednesday,0,132.91666666666666,1.7034302084783217
device_64,Fridge,room_0,149.9,3,19.43,57.85,1,Wednesday,0,133.44333333333333,1.7034302084783217
device_64,Fridge,room_0,149.9,3,17.61,70.84,1,Wednesday,0,149.9,1.7034302084783217
device_64,Fridge,room_0,149.9,3,19.43,57.85,1,Wednesday,0,149.9,1.7034302084783217
device_69,AC,room_4,0.0,4,8.15,54.19,1,Wednesday,0,0.0,-0.45503862216920243
device_52,Heater,room_4,0.0,4,8.15,54.19,1,Wednesday,0,0.0,-0.22755960629619149
device_68,AC,room_3,0.0,5,19.63,47.97,3,Wednesday,0,0.0,-0.6561450258796392
device_68,AC,room_3,0.0,4,19.63,47.97,3,Wednesday,0,0.0,-0.6561450258796392
device_68,AC,room_3,0.0,0,19.63,47.97,3,Wednesday,0,0.0,-0.6561450258796392
device_6,TV,room_3,0.0,0,19.63,47.97,3,Wednesday,0,43.836666666666666,-0.5331923942489687
device_6,TV,room_3,0.0,5,19.63,47.97,3,Wednesday,0,0.0,-0.5331923942489687
device_6,TV,room_3,0.0,4,19.63,47.97,3,Wednesday,0,0.0,-0.5331923942489687
device_29,Light,room_3,0.0,0,15.6,46.09,4,Wednesday,0,0.0,-0.5620406633620947
device_29,Light,room_3,0.0,4,15.6,46.09,4,Wednesday,0,0.0,-0.5620406633620947
device_47,TV,room_3,0.0,0,15.6,46.09,4,Wednesday,0,39.86333333333334,-0.3864270050224154
device_47,TV,room_3,0.0,4,15.6,46.09,4,Wednesday,0,0.0,-0.3864270050224154
device_7,Light,room_2,0.0,5,18.69,67.95,5,Wednesday,0,37.02333333333333,-0.6201756573001611
device_49,TV,room_2,0.0,5,18.69,67.95,5,Wednesday,0,0.0,-0.5316807040417991
device_16,TV,room_1,0.0,5,5.38,53.14,6,Wednesday,0,0.0,-0.3516010904224833
device_16,TV,room_1,0.0,5,12.53,76.46,6,Wednesday,0,0.0,-0.3516010904224833
device_40,AC,room_1,0.0,4,18.79,84.25,7,Wednesday,0,0.0,-0.5722034016236349
device_40,AC,room_1,0.0,4,7.9,46.28,7,Wednesday,0,0.0,-0.5722034016236349
device_80,AC,room_0,0.0,1,8.13,63.61,8,Wednesday,0,0.0,-0.5535739511270962
device_80,AC,room_0,0.0,0,8.13,63.61,8,Wednesday,0,0.0,-0.5535739511270962
device_79,TV,room_3,0.0,1,10.57,52.21,8,Wednesday,0,93.20666666666666,-0.5279146541752191
device_26,Heater,room_4,1508.59,1,10.31,70.15,9,Wednesday,0,1414.5533333333333,2.7318090980386405
device_26,Heater,room_4,1508.59,1,17.0,80.62,9,Wednesday,0,1434.2666666666667,2.7318090980386405
device_24,AC,room_0,0.0,1,7.53,45.37,11,Wednesday,0,0.0,-0.5789525266955818
device_35,AC,room_0,0.0,1,7.53,45.37,11,Wednesday,0,0.0,-0.624374469605913
device_57,TV,room_4,0.0,2,18.18,44.69,12,Wednesday,0,33.46,-0.4235310301584573
device_57,TV,room_4,0.0,2,14.09,85.6,12,Wednesday,0,33.46,-0.4235310301584573
device_46,Heater,room_3,0.0,0,11.04,73.22,12,Wednesday,0,0.0,-0.17801176315078615
device_46,Heater,room_3,0.0,4,11.04,73.22,12,Wednesday,0,0.0,-0.17801176315078615
device_25,Light,room_3,0.0,1,17.05,77.02,13,Wednesday,0,0.0,-0.5207064430685251
device_96,AC,room_3,0.0,1,17.05,77.02,13,Wednesday,0,0.0,-0.5465236209377297
device_5,Heater,room_4,1319.4,1,14.93,44.72,13,Wednesday,0,439.8,3.481975565338618
device_5,Heater,room_4,1319.4,1,6.66,78.27,13,Wednesday,0,879.6,3.481975565338618
device_16,TV,room_1,0.0,4,5.79,54.72,14,Wednesday,0,0.0,-0.3516010904224833
device_71,Fan,room_1,0.0,4,5.79,54.72,14,Wednesday,0,0.0,-0.829317231330717
device_88,AC,room_3,0.0,1,16.43,82.42,14,Wednesday,0,0.0,-0.4724665148641903
device_50,Light,room_4,0.0,2,14.68,84.7,15,Wednesday,0,0.0,-0.4267577063628645
device_50,Light,room_4,0.0,1,14.68,84.7,15,Wednesday,0,0.0,-0.4267577063628645
device_50,Light,room_4,0.0,4,14.68,84.7,15,Wednesday,0,0.0,-0.4267577063628645
device_14,Fan,room_2,0.0,5,11.58,64.67,16,Wednesday,0,0.0,-0.8494730213195972
device_17,Fan,room_4,0.0,1,19.7,55.37,16,Wednesday,0,0.0,-0.8230658475657138
device_65,Fridge,room_2,134.22,5,11.58,64.67,16,Wednesday,0,123.88,0.9764288639444226
device_7,Light,room_2,0.0,5,11.58,64.67,16,Wednesday,0,24.193333333333328,-0.6201756573001611
device_77,AC,room_0,0.0,2,7.24,69.93,17,Wednesday,0,0.0,-0.4956339877842768
device_77,AC,room_0,0.0,1,7.24,69.93,17,Wednesday,0,0.0,-0.4956339877842768
device_94,AC,room_0,0.0,2,12.13,83.74,18,Wednesday,0,0.0,-0.5373129221201569
device_32,Light,room_4,55.75,4,9.44,55.17,19,Wednesday,0,18.583333333333332,1.5473073354117828
device_32,Light,room_4,55.75,4,9.0,80.15,19,Wednesday,0,37.166666666666664,1.5473073354117828
device_32,Light,room_4,55.75,4,5.34,59.59,19,Wednesday,0,55.75,1.5473073354117828
device_61,AC,room_4,0.0,4,9.0,80.15,19,Wednesday,0,0.0,-0.51075247290831
device_61,AC,room_4,0.0,4,9.44,55.17,19,Wednesday,0,0.0,-0.51075247290831
device_61,AC,room_4,0.0,4,5.34,59.59,19,Wednesday,0,0.0,-0.51075247290831
device_14,Fan,room_2,0.0,2,6.6,55.18,19,Wednesday,0,0.0,-0.8494730213195972
device_14,Fan,room_2,0.0,1,6.6,55.18,19,Wednesday,0,0.0,-0.8494730213195972
device_65,Fridge,room_2,109.43,1,6.6,55.18,19,Wednesday,0,120.78666666666668,-0.7168948369433088
device_65,Fridge,room_2,109.43,2,6.6,55.18,19,Wednesday,0,117.69333333333334,-0.7168948369433088
device_25,Light,room_3,55.58,1,13.67,69.78,20,Wednesday,0,18.526666666666667,1.6777210436618344
device_79,TV,room_3,140.5,1,13.67,69.78,20,Wednesday,0,93.43666666666667,2.15983177611941
device_49,TV,room_2,101.45,3,16.68,64.97,21,Wednesday,0,33.81666666666667,1.84507882385431
device_82,Heater,room_1,0.0,1,16.75,83.63,21,Wednesday,0,0.0,-0.36824272129035923
device_82,Heater,room_1,0.0,1,13.92,44.51,21,Wednesday,0,0.0,-0.36824272129035923
device_66,TV,room_2,83.62,3,16.68,64.97,21,Wednesday,0,57.51666666666667,1.4006808734147962
device_15,TV,room_0,99.64,5,13.0,82.06,22,Wednesday,0,33.21333333333333,1.5176952486763842
device_78,AC,room_2,0.0,0,17.32,42.92,23,Wednesday,0,0.0,-0.556042372496867
device_78,AC,room_2,0.0,2,17.32,42.92,23,Wednesday,0,0.0,-0.556042372496867
device_88,AC,room_3,0.0,2,7.44,78.78,0,Thursday,0,0.0,-0.4724665148641903
device_96,AC,room_3,0.0,2,6.81,58.52,2,Thursday,0,0.0,-0.5465236209377297
device_6,TV,room_3,0.0,2,6.81,58.52,2,Thursday,0,0.0,-0.5331923942489687
device_13,Heater,room_2,0.0,1,5.63,61.58,3,Thursday,0,0.0,-0.40862288185268436
device_13,Heater,room_2,0.0,1,9.39,83.92,3,Thursday,0,0.0,-0.40862288185268436
device_13,Heater,room_2,0.0,1,10.8,64.37,3,Thursday,0,0.0,-0.40862288185268436
device_70,Light,room_2,0.0,1,9.39,83.92,3,Thursday,0,0.0,-0.44578947767991917
device_70,Light,room_2,0.0,1,10.8,64.37,3,Thursday,0,0.0,-0.44578947767991917
device_70,Light,room_2,0.0,1,5.63,61.58,3,Thursday,0,0.0,-0.44578947767991917
device_39,TV,room_2,0.0,1,9.39,83.92,3,Thursday,0,0.0,-0.3972638318557945
device_39,TV,room_2,0.0,1,10.8,64.37,3,Thursday,0,0.0,-0.3972638318557945
device_39,TV,room_2,0.0,1,5.63,61.58,3,Thursday,0,0.0,-0.3972638318557945
device_93,AC,room_2,0.0,4,18.7,67.43,4,Thursday,0,0.0,-0.49029684996620676
device_17,Fan,room_4,0.0,1,7.74,47.58,4,Thursday,0,0.0,-0.8230658475657138
device_17,Fan,room_4,0.0,1,18.26,66.7,4,Thursday,0,0.0,-0.8230658475657138
device_72,Fan,room_4,0.0,0,18.54,72.34,5,Thursday,0,0.0,-1.0197739614498915
device_65,Fridge,room_2,108.35,0,19.18,40.06,6,Thursday,0,109.07000000000001,-0.7906660994265187
device_65,Fridge,room_2,108.35,3,19.18,40.06,6,Thursday,0,108.71,-0.7906660994265187
device_73,Fridge,room_2,148.62,3,12.61,88.99,7,Thursday,0,144.90666666666667,1.2805069503757902
device_51,Light,room_2,0.0,3,12.61,88.99,7,Thursday,0,16.47,-0.6056351596321159
device_69,AC,room_4,0.0,1,6.81,64.45,7,Thursday,0,0.0,-0.45503862216920243
device_69,AC,room_4,0.0,5,6.81,64.45,7,Thursday,0,0.0,-0.45503862216920243
device_1,Light,room_1,0.0,5,6.51,82.89,9,Thursday,0,0.0,-0.3884908713157603
device_34,Fan,room_1,0.0,5,8.9,62.2,10,Thursday,0,0.0,-0.9857249887324505
device_36,Light,room_1,0.0,5,13.76,49.03,11,Thursday,0,28.52333333333333,-0.5742301731251628
device_27,Fridge,room_0,100.07,4,6.72,73.79,12,Thursday,0,111.11,-1.4141948052976632
device_27,Fridge,room_0,100.07,4,19.6,62.98,12,Thursday,0,107.75,-1.4141948052976632
device_48,Heater,room_0,1767.86,3,9.06,71.33,13,Thursday,0,589.2866666666666,2.524974915139765
device_48,Heater,room_0,1767.86,3,15.94,71.0,13,Thursday,0,1178.5733333333333,2.524974915139765
device_48,Heater,room_0,1767.86,0,9.06,71.33,13,Thursday,0,1767.86,2.524974915139765
device_48,Heater,room_0,1767.86,0,15.94,71.0,13,Thursday,0,1767.86,2.524974915139765
device_18,Light,room_0,0.0,3,9.06,71.33,13,Thursday,0,0.0,-0.41027774522138133
device_18,Light,room_0,0.0,0,15.94,71.0,13,Thursday,0,0.0,-0.41027774522138133
device_18,Light,room_0,0.0,0,9.06,71.33,13,Thursday,0,0.0,-0.41027774522138133
device_18,Light,room_0,0.0,3,15.94,71.0,13,Thursday,0,0.0,-0.41027774522138133
device_100,AC,room_2,0.0,2,7.4,51.36,15,Thursday,0,0.0,-0.6674818573087704
device_100,AC,room_2,0.0,5,7.4,51.36,15,Thursday,0,0.0,-0.6674818573087704
device_75,Fan,room_4,0.0,1,11.58,59.68,15,Thursday,0,0.0,-0.744694586796692
device_84,AC,room_2,0.0,2,7.4,51.36,15,Thursday,0,0.0,-0.8001284891039806
device_84,AC,room_2,0.0,5,7.4,51.36,15,Thursday,0,0.0,-0.8001284891039806
device_71,Fan,room_1,0.0,2,19.41,65.82,16,Thursday,0,0.0,-0.829317231330717
device_71,Fan,room_1,0.0,2,7.72,69.27,16,Thursday,0,0.0,-0.829317231330717
device_81,AC,room_2,0.0,2,16.87,53.18,17,Thursday,0,0.0,-0.6753821585368098
device_97,AC,room_3,0.0,4,18.9,85.26,17,Thursday,0,0.0,-0.5706444563805747
device_93,AC,room_2,0.0,2,16.87,53.18,17,Thursday,0,0.0,-0.49029684996620676
device_19,AC,room_1,0.0,3,17.08,79.77,18,Thursday,0,0.0,-0.6057902524991214
device_19,AC,room_1,0.0,3,16.23,68.04,18,Thursday,0,0.0,-0.6057902524991214
device_23,Fan,room_1,0.0,3,16.23,68.04,18,Thursday,0,0.0,-0.9354445210780419
device_23,Fan,room_1,0.0,3,17.08,79.77,18,Thursday,0,0.0,-0.9354445210780419
device_63,Fridge,room_1,109.02,3,17.08,79.77,18,Thursday,0,118.75999999999999,-0.925447324310927
device_63,Fridge,room_1,109.02,3,16.23,68.04,18,Thursday,0,111.83,-0.925447324310927
device_37,Fan,room_4,0.0,0,5.03,64.72,19,Thursday,0,0.0,-1.087054686877467
